title,user_id,genre,tags
"Stripes (1981)","275","Comedy|War","military"
"Taking of Pelham One Two Three, The (1974)","275","Action|Crime","subway"
"Terms of Endearment (1983)","275","Comedy|Drama",NULL
"The Man in the Moon (1991)","275","Drama|Romance",NULL
"Thelma & Louise (1991)","275","Adventure|Crime|Drama",NULL
"This Is Spinal Tap (1984)","275","Comedy","music, heavy metal, mockumentary, music"
"Three Days of the Condor (3 Days of the Condor) (1975)","275","Drama|Mystery|Romance|Thriller",NULL
"Three Kings (1999)","275","Action|Adventure|Comedy|Drama|War",NULL
"Tootsie (1982)","275","Comedy|Romance","men in drag"
"Topsy-Turvy (1999)","275","Comedy|Drama|Musical",NULL
"Toy Story (1995)","275","Adventure|Animation|Children|Comedy|Fantasy","pixar, pixar, fun"
"Trading Places (1983)","275","Comedy","class, Dan Aykroyd"
"Traffic (2000)","275","Crime|Drama|Thriller","drugs, based on a TV show"
"Trainspotting (1996)","275","Comedy|Crime|Drama","based on a book, dark comedy, narrated, drug abuse"
"Trip to Bountiful, The (1985)","275","Drama",NULL
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","275","Mystery|Sci-Fi|Thriller","time travel, time travel, Brad Pitt, Bruce Willis, mindfuck, Post apocalyptic, post-apocalyptic, remake, time travel, twist ending"
"Unforgiven (1992)","275","Drama|Western","revenge"
"Vertigo (1958)","275","Drama|Mystery|Romance|Thriller","falling, Alfred Hitchcock, Atmospheric, imdb top 250, James Stewart"
"Wallace & Gromit: The Wrong Trousers (1993)","275","Animation|Children|Comedy|Crime","Aardman"
"When the Cat's Away (Chacun cherche son chat) (1996)","275","Comedy|Romance",NULL
"Wings of the Dove, The (1997)","275","Drama|Romance","Henry James"
"Yi Yi (2000)","275","Drama",NULL
"You Can Count on Me (2000)","275","Drama|Romance","family"
"Young Frankenstein (1974)","275","Comedy|Fantasy","spoof"
"Zoolander (2001)","275","Comedy","ben stiller, comedy, David Bowie, goofy, mindless one liners, Will Ferrell"
"Ace Ventura: Pet Detective (1994)","276","Comedy",NULL
"Apollo 13 (1995)","276","Adventure|Drama|IMAX","moon, NASA, space"
"Back to the Future (1985)","276","Adventure|Comedy|Sci-Fi","time travel"
"Black Sheep (1996)","276","Comedy",NULL
"Cable Guy, The (1996)","276","Comedy|Thriller",NULL
"Forrest Gump (1994)","276","Comedy|Drama|Romance|War","shrimp, Vietnam, bubba gump shrimp, lieutenant dan, stupid is as stupid does, bittersweet, emotional, heartwarming, touching"
"Happy Gilmore (1996)","276","Comedy","test tag, golf, Adam Sandler"
"Hot Shots! Part Deux (1993)","276","Action|Comedy|War",NULL
"Hunchback of Notre Dame, The (1996)","276","Animation|Children|Drama|Musical|Romance",NULL
"Independence Day (a.k.a. ID4) (1996)","276","Action|Adventure|Sci-Fi|Thriller","aliens"
"Jurassic Park (1993)","276","Action|Adventure|Sci-Fi|Thriller","Dinosaur"
"Lion King, The (1994)","276","Adventure|Animation|Children|Drama|Musical|IMAX","Disney, Disney animated feature, Oscar (Best Music - Original Score), soundtrack, Disney"
"Mars Attacks! (1996)","276","Action|Comedy|Sci-Fi",NULL
"Mission: Impossible (1996)","276","Action|Adventure|Mystery|Thriller","based on a TV show"
"Mr. Holland's Opus (1995)","276","Drama","music"
"Naked Gun 33 1/3: The Final Insult (1994)","276","Action|Comedy",NULL
"Star Wars: Episode IV - A New Hope (1977)","276","Action|Adventure|Sci-Fi","classic, space action, action, sci-fi, EPIC, great soundtrack, classic sci-fi, engrossing adventure, EPIC, classic, Nerd, classic sci-fi, space action, space epic, oldie but goodie, sci-fi, Star Wars, ROBOTS AND ANDROIDS, space, classic sci-fi, sci-fi, space adventure, Star Wars, darth vader, luke skywalker, space opera"
"Star Wars: Episode V - The Empire Strikes Back (1980)","276","Action|Adventure|Sci-Fi","I am your father, space, space opera, classic, George Lucas, Harrison Ford, music, original plot, sci-fi, sequel"
"Star Wars: Episode VI - Return of the Jedi (1983)","276","Action|Adventure|Sci-Fi","darth vader, luke skywalker, space opera"
"That Thing You Do! (1996)","276","Comedy|Drama","Music"
"Tommy Boy (1995)","276","Comedy",NULL
"Mars Attacks! (1996)","277","Action|Comedy|Sci-Fi",NULL
"Star Trek: First Contact (1996)","277","Action|Adventure|Sci-Fi|Thriller","Borg"
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","277","Mystery|Sci-Fi|Thriller","time travel, time travel, Brad Pitt, Bruce Willis, mindfuck, Post apocalyptic, post-apocalyptic, remake, time travel, twist ending"
"Ice Storm, The (1997)","278","Drama","1970s"
"Schindler's List (1993)","278","Drama|War","moving, thought-provoking, Holocaust, based on a true story, biography, disturbing, holocaust"
"Shawshank Redemption, The (1994)","278","Crime|Drama","prison, Stephen King, wrongful imprisonment, Morgan Freeman"
"Simpsons Movie, The (2007)","278","Animation|Comedy",NULL
"Usual Suspects, The (1995)","278","Crime|Mystery|Thriller","mindfuck, suspense, thriller, tricky, twist ending, heist"
"Alien (1979)","279","Horror|Sci-Fi","aliens"
"Assassination of Jesse James by the Coward Robert Ford, The (2007)","279","Crime|Drama|Western",NULL
"Blade Runner (1982)","279","Action|Sci-Fi|Thriller","sci-fi, robots, androids, artificial intelligence, atmospheric, cyberpunk, future, mindfuck, Philip K. Dick, atmospheric, dreamlike, existentialism, philosophical"
"Dark Knight Rises, The (2012)","279","Action|Adventure|Crime|IMAX","Anne Hathaway, Christian Bale, Christopher Nolan, comic book, great ending, Morgan Freeman, political commentary, superhero"
"Die Hard (1988)","279","Action|Crime|Thriller",NULL
"Ex Machina (2015)","279","Drama|Sci-Fi|Thriller",NULL
"Interstellar (2014)","279","Sci-Fi|IMAX","black hole, sci-fi, time-travel, Christopher Nolan, sci-fi, time-travel, bad dialogue, philosophical issues, thought-provoking, visually appealing"
"It (2017)","279","Horror",NULL
"Lord of the Rings: The Two Towers, The (2002)","279","Adventure|Fantasy","Myth, Tolkein"
"Monty Python and the Holy Grail (1975)","279","Adventure|Comedy|Fantasy","british comedy, Monty Python, England, King Arthur"
"Napoleon Dynamite (2004)","279","Comedy","high school"
"O Brother, Where Art Thou? (2000)","279","Adventure|Comedy|Crime","bluegrass"
"Predator (1987)","279","Action|Sci-Fi|Thriller","aliens, sci-fi, scifi cult, aliens, Arnold Schwarzenegger, dialogue, guns, Jesse Ventura, macho, sci-fi, scifi cult"
"Prisoners (2013)","279","Drama|Mystery|Thriller","absorbing, acting, atmospheric, Hugh Jackman, Jake Gyllenhaal, morality, mystery, thriller"
"Pulp Fiction (1994)","279","Comedy|Crime|Drama|Thriller","good dialogue, great soundtrack, non-linear, cult film, drugs, Quentin Tarantino, Tarantino, hit men, 1990s, achronological, action, action packed, aggressive, amazing, amazing dialogues, anthology, assassin, atmospheric, AWESOME, bad ass, bad language, bad-ass, bible, biblical references, big boys with guns, big name actors, Black comedy, black humor, black humour, blood, blood splatters, bloody, bruce willis, brutality, casual violence, character development, characters, classic, classic movie, coke, comedy, conversation, cool, cool style, crime, crime scene scrubbing, cult, cult classic, cult film, dance, dancing, dark, dark comedy, dark humor, dialogue, different, diner, disjointed timeline, disturbing, drama, drug overdose, drugs, drugs & music, ensemble cast, entertaining, entirely dialogue, episodic, exciting, fast paced, fast-paced, film noir, film-noir, foul language, fun, funny, gangster, gangsters, genius, golden watch, good dialogue, good music, gore, great acting, great dialogue, great soundtrack, gritty, guns, Harvey Keitel, heroin, Highly quotable, hit men, hitman, homosexuality, humour, iconic, imdb top 250, innovative, intellectual, intelligent, intense, interesting, intertwining storylines, interwoven storylines, ironic, irony, John Travolta, killer-as-protagonist, los angeles, Mafia, masterpiece, meaningless violence, milkshake, mobster, mobsters, monologue, motherfucker, multiple stories, multiple storylines, neo-noir, noir, non-linear, non-linear timeline, nonlinear, nonlinear narrative, nonlinear storyline, nonlinear timeline, notable soundtrack, offensive, organised crime, organized crime, original, original plot, out of order, Palme d'Or, parody, philosophical, pop culture references, psychological, pulp, Quentin Tarantino, quirky, Quotable, r:disturbing violent content including rape, r:disturbing violent images, r:graphic sexuality, r:some violence, r:strong bloody violence, r:strong language, r:sustained strong stylized violence, r:violence, random, rape, retro, Roger Avary, royal with cheese, Samuel L. Jackson, sarcasm, satire, sexy, smart writing, sophisticated, soundtrack, splatter, Steve Buscemi, storytelling, stylish, stylized, suspense, Tarantino, thought-provoking, thriller, travolta, twist ending, Uma Thurman, unique, unpredictable, unusual, very funny, violence, violent, witty"
"Shining, The (1980)","279","Horror","atmospheric, disturbing, Horror, jack nicholson, masterpiece, psychological, Stanley Kubrick, suspense, Stephen King"
"Skyfall (2012)","279","Action|Adventure|Thriller|IMAX","beautiful cinematography, beautifully filmed, cinematography"
"Star Wars: Episode IV - A New Hope (1977)","279","Action|Adventure|Sci-Fi","classic, space action, action, sci-fi, EPIC, great soundtrack, classic sci-fi, engrossing adventure, EPIC, classic, Nerd, classic sci-fi, space action, space epic, oldie but goodie, sci-fi, Star Wars, ROBOTS AND ANDROIDS, space, classic sci-fi, sci-fi, space adventure, Star Wars, darth vader, luke skywalker, space opera"
"Star Wars: Episode V - The Empire Strikes Back (1980)","279","Action|Adventure|Sci-Fi","I am your father, space, space opera, classic, George Lucas, Harrison Ford, music, original plot, sci-fi, sequel"
"The Revenant (2015)","279","Adventure|Drama","leonardo DiCarpio, survival, tom hardy, visually appealing, cinematography, visually appealing, Visually Striking"
"Thing, The (1982)","279","Action|Horror|Sci-Fi|Thriller",NULL
"Almost Famous (2000)","280","Drama","music, journalism, music, Rolling Stone"
"Blind Side, The  (2009)","280","Drama",NULL
"Blow (2001)","280","Crime|Drama",NULL
"Bridesmaids (2011)","280","Comedy",NULL
"Bridget Jones's Diary (2001)","280","Comedy|Drama|Romance","singletons"
"Bridget Jones: The Edge of Reason (2004)","280","Comedy|Drama|Romance",NULL
"Departed, The (2006)","280","Crime|Drama|Thriller","way too long, Leonardo DiCaprio, suspense, twist ending, undercover cop, atmospheric, Jack Nicholson, Leonardo DiCaprio, Martin Scorsese, suspense"
"Easy A (2010)","280","Comedy|Romance",NULL
"Girl Next Door, The (2004)","280","Comedy|Romance",NULL
"Goodfellas (1990)","280","Crime|Drama","Mafia"
"Knocked Up (2007)","280","Comedy|Drama|Romance",NULL
"Life as a House (2001)","280","Drama",NULL
"Love Actually (2003)","280","Comedy|Drama|Romance",NULL
"Mean Girls (2004)","280","Comedy","clever, High School, lesbian subtext, High School"
"Midnight in Paris (2011)","280","Comedy|Fantasy|Romance",NULL
"Moonrise Kingdom (2012)","280","Comedy|Drama|Romance","quirky"
"Perks of Being a Wallflower, The (2012)","280","Drama|Romance",NULL
"Pride & Prejudice (2005)","280","Drama|Romance","In Netflix queue"
"Remember the Titans (2000)","280","Drama",NULL
"Sandlot, The (1993)","280","Children|Comedy|Drama",NULL
"Sound of Music, The (1965)","280","Musical|Romance","Rogers and Hammerstein"
"Stop Making Sense (1984)","280","Documentary|Musical",NULL
"The Hunger Games (2012)","280","Action|Adventure|Drama|Sci-Fi|Thriller","ending"
"Back to the Future (1985)","282","Adventure|Comedy|Sci-Fi","time travel"
"Back to the Future Part II (1989)","282","Adventure|Comedy|Sci-Fi","time travel"
"Beautiful Mind, A (2001)","282","Drama|Romance","mathematics"
"Blow (2001)","282","Crime|Drama",NULL
"Catch Me If You Can (2002)","282","Crime|Drama","crime, cheating, intelligent, Leonardo DiCaprio, lies, smart, Tom Hanks, twists & turns"
"Dark Knight, The (2008)","282","Action|Crime|Drama|IMAX","psychology, superhero, dark, gritty"
"Dirty Rotten Scoundrels (1988)","282","Comedy",NULL
"Fear and Loathing in Las Vegas (1998)","282","Adventure|Comedy|Drama",NULL
"Finding Nemo (2003)","282","Adventure|Animation|Children|Comedy","Disney, fish, heartwarming"
"Godfather, The (1972)","282","Crime|Drama","Mafia"
"Godfather: Part II, The (1974)","282","Crime|Drama","Al Pacino, Mafia, Mafia"
"Incredibles, The (2004)","282","Action|Adventure|Animation|Children|Comedy","Disney, superhero, animation, Samuel L. Jackson"
"Matrix, The (1999)","282","Action|Sci-Fi|Thriller","martial arts, sci-fi, alternate universe, philosophy, post apocalyptic"
"Money Pit, The (1986)","282","Comedy",NULL
"Monty Python and the Holy Grail (1975)","282","Adventure|Comedy|Fantasy","british comedy, Monty Python, England, King Arthur"
"One Flew Over the Cuckoo's Nest (1975)","282","Drama","emotional, jack nicholson, mental illness"
"Pink Floyd: The Wall (1982)","282","Drama|Musical",NULL
"Ratatouille (2007)","282","Animation|Children|Drama","a clever chef rat, inspirational, clever, inspirational"
"Reservoir Dogs (1992)","282","Crime|Mystery|Thriller","ensemble cast, nonlinear, Quentin Tarantino, stylized, heist, violence, humorous, neo-noir, Quentin Tarantino, religion, Tarantino"
"Schindler's List (1993)","282","Drama|War","moving, thought-provoking, Holocaust, based on a true story, biography, disturbing, holocaust"
"Trading Places (1983)","282","Comedy","class, Dan Aykroyd"
"Wizard of Oz, The (1939)","282","Adventure|Children|Fantasy|Musical","Dorothy, Toto"
"Apollo 13 (1995)","283","Adventure|Drama|IMAX","moon, NASA, space"
"Braveheart (1995)","283","Action|Drama|War","beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
"Forrest Gump (1994)","283","Comedy|Drama|Romance|War","shrimp, Vietnam, bubba gump shrimp, lieutenant dan, stupid is as stupid does, bittersweet, emotional, heartwarming, touching"
"Good Will Hunting (1997)","283","Drama|Romance","inspirational, heartwarming, inspirational"
"Shawshank Redemption, The (1994)","283","Crime|Drama","prison, Stephen King, wrongful imprisonment, Morgan Freeman"
"Ace Ventura: Pet Detective (1994)","284","Comedy",NULL
"Aladdin (1992)","284","Adventure|Animation|Children|Comedy|Musical","Disney"
"Batman (1989)","284","Action|Crime|Thriller","superhero"
"Braveheart (1995)","284","Action|Drama|War","beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
"Broken Arrow (1996)","284","Action|Adventure|Thriller",NULL
"Clerks (1994)","284","Comedy","cynical, hilarious, independent film, quirky, witty, generation X"
"Die Hard: With a Vengeance (1995)","284","Action|Crime|Thriller",NULL
"Forget Paris (1995)","284","Comedy|Romance","basketball, France, infertility"
"Forrest Gump (1994)","284","Comedy|Drama|Romance|War","shrimp, Vietnam, bubba gump shrimp, lieutenant dan, stupid is as stupid does, bittersweet, emotional, heartwarming, touching"
"Happy Gilmore (1996)","284","Comedy","test tag, golf, Adam Sandler"
"Jurassic Park (1993)","284","Action|Adventure|Sci-Fi|Thriller","Dinosaur"
"Mask, The (1994)","284","Action|Comedy|Crime|Fantasy",NULL
"Mrs. Doubtfire (1993)","284","Comedy|Drama","cross dressing, divorce, men in drag"
"Speed (1994)","284","Action|Romance|Thriller","bus"
"Terminator 2: Judgment Day (1991)","284","Action|Sci-Fi","apocalypse, Arnold Schwarzenegger, nuclear war, sci-fi, Suspense, time travel, robots, Scifi masterpiece"
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","284","Mystery|Sci-Fi|Thriller","time travel, time travel, Brad Pitt, Bruce Willis, mindfuck, Post apocalyptic, post-apocalyptic, remake, time travel, twist ending"
"Breakfast Club, The (1985)","285","Comedy|Drama",NULL
"Casablanca (1942)","285","Drama|Romance","start of a beautiful friendship"
"Chinatown (1974)","285","Crime|Film-Noir|Mystery|Thriller","incest"
"Dazed and Confused (1993)","285","Comedy",NULL
"Godfather, The (1972)","285","Crime|Drama","Mafia"
"Graduate, The (1967)","285","Comedy|Drama|Romance","Simon and Garfunkel"
"One Flew Over the Cuckoo's Nest (1975)","285","Drama","emotional, jack nicholson, mental illness"
"Rear Window (1954)","285","Mystery|Thriller","voyeurism, imdb top 250, James Stewart, mystery, photographer, photography"
"Streetcar Named Desire, A (1951)","285","Drama","Tennessee Williams"
"Taxi Driver (1976)","285","Crime|Drama|Thriller","assassination"
"Vertigo (1958)","285","Drama|Mystery|Romance|Thriller","falling, Alfred Hitchcock, Atmospheric, imdb top 250, James Stewart"
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","286","Comedy|Romance","whimsical"
"American History X (1998)","286","Crime|Drama","thought-provoking, racism, edward norton, emotional, politics"
"Beautiful Mind, A (2001)","286","Drama|Romance","mathematics"
"Braveheart (1995)","286","Action|Drama|War","beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
"Eternal Sunshine of the Spotless Mind (2004)","286","Drama|Romance|Sci-Fi","alternate reality, memory, thought-provoking, jim carrey, memory, cult film, imagination, Jim Carrey, love, surreal, arthouse, artistic, atmospheric, beautiful, bittersweet, colourful, comedy, dreamlike, emotional, feel-good, happpiness, humane, insightful, intelligent, lovely, melancholy, mind-bending, philosophy, quirky, quirky romantic, romantic, surreal, surrealism, thought-provoking"
"Fight Club (1999)","286","Action|Crime|Drama|Thriller","dark comedy, psychology, thought-provoking, twist ending, dark comedy, violence, action, atmospheric, based on a book, Brad Pitt, challenging, Chuck Palahniuk, classic, clever, complicated, consumerism, crime, dark, dark comedy, David Fincher, disturbing, double life, Edward Norton, fighting, great acting, helena bonham carter, imaginary friend, imdb top 250, mental illness, mind-blowing, mindfuck, narrated, Nudity (Topless), Palahnuik, philosophical, philosophy, postmodern, powerful ending, psychological, psychological thriller, psychology, quirky, satirical, schizophrenia, social commentary, societal criticism, stylized, surreal, TERRORISM, thought-provoking, twist, twist ending, violence, violent"
"Finding Nemo (2003)","286","Adventure|Animation|Children|Comedy","Disney, fish, heartwarming"
"Green Mile, The (1999)","286","Crime|Drama","Stephen King"
"I, the Jury (1982)","286","Crime|Drama|Thriller",NULL
"Ice Age (2002)","286","Adventure|Animation|Children|Comedy",NULL
"Kill Bill: Vol. 1 (2003)","286","Action|Crime|Thriller","martial arts, revenge"
"Kill Bill: Vol. 2 (2004)","286","Action|Drama|Thriller","revenge"
"Lion King, The (1994)","286","Adventure|Animation|Children|Drama|Musical|IMAX","Disney, Disney animated feature, Oscar (Best Music - Original Score), soundtrack, Disney"
"Lord of the Rings: The Return of the King, The (2003)","286","Action|Adventure|Drama|Fantasy","Adventure, ensemble cast, fantasy, fantasy world, great soundtrack, lord of the rings, scenic, stylized, Tolkien, Tolkein"
"Mulholland Drive (2001)","286","Crime|Drama|Film-Noir|Mystery|Thriller",NULL
"Pulp Fiction (1994)","286","Comedy|Crime|Drama|Thriller","good dialogue, great soundtrack, non-linear, cult film, drugs, Quentin Tarantino, Tarantino, hit men, 1990s, achronological, action, action packed, aggressive, amazing, amazing dialogues, anthology, assassin, atmospheric, AWESOME, bad ass, bad language, bad-ass, bible, biblical references, big boys with guns, big name actors, Black comedy, black humor, black humour, blood, blood splatters, bloody, bruce willis, brutality, casual violence, character development, characters, classic, classic movie, coke, comedy, conversation, cool, cool style, crime, crime scene scrubbing, cult, cult classic, cult film, dance, dancing, dark, dark comedy, dark humor, dialogue, different, diner, disjointed timeline, disturbing, drama, drug overdose, drugs, drugs & music, ensemble cast, entertaining, entirely dialogue, episodic, exciting, fast paced, fast-paced, film noir, film-noir, foul language, fun, funny, gangster, gangsters, genius, golden watch, good dialogue, good music, gore, great acting, great dialogue, great soundtrack, gritty, guns, Harvey Keitel, heroin, Highly quotable, hit men, hitman, homosexuality, humour, iconic, imdb top 250, innovative, intellectual, intelligent, intense, interesting, intertwining storylines, interwoven storylines, ironic, irony, John Travolta, killer-as-protagonist, los angeles, Mafia, masterpiece, meaningless violence, milkshake, mobster, mobsters, monologue, motherfucker, multiple stories, multiple storylines, neo-noir, noir, non-linear, non-linear timeline, nonlinear, nonlinear narrative, nonlinear storyline, nonlinear timeline, notable soundtrack, offensive, organised crime, organized crime, original, original plot, out of order, Palme d'Or, parody, philosophical, pop culture references, psychological, pulp, Quentin Tarantino, quirky, Quotable, r:disturbing violent content including rape, r:disturbing violent images, r:graphic sexuality, r:some violence, r:strong bloody violence, r:strong language, r:sustained strong stylized violence, r:violence, random, rape, retro, Roger Avary, royal with cheese, Samuel L. Jackson, sarcasm, satire, sexy, smart writing, sophisticated, soundtrack, splatter, Steve Buscemi, storytelling, stylish, stylized, suspense, Tarantino, thought-provoking, thriller, travolta, twist ending, Uma Thurman, unique, unpredictable, unusual, very funny, violence, violent, witty"
"Seven (a.k.a. Se7en) (1995)","286","Mystery|Thriller","mystery, twist ending, serial killer"
"Sixth Sense, The (1999)","286","Drama|Horror|Mystery","Atmospheric, Bruce Willis, ghosts, imdb top 250, mindfuck, stylized, twist ending, ghosts, I see dead people"
"Sleepers (1996)","286","Thriller",NULL
"Snatch (2000)","286","Comedy|Crime|Thriller",NULL
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","287","Comedy|Romance","whimsical"
"American Splendor (2003)","287","Comedy|Drama","cancer"
"Heavenly Creatures (1994)","287","Crime|Drama","Australia"
"Hedwig and the Angry Inch (2000)","287","Comedy|Drama|Musical",NULL
"Hours, The (2002)","287","Drama|Romance",NULL
"Lost in Translation (2003)","287","Comedy|Drama|Romance","atmospheric, Japan"
"Mighty Wind, A (2003)","287","Comedy|Musical","mockumentary"
"Punch-Drunk Love (2002)","287","Comedy|Drama|Romance","pudding, anger, awkward, bittersweet, hallucinatory, quirky, sad, surreal, symbolism, tense, unconventional, unique, wistful"
"Requiem for a Dream (2000)","287","Drama","drug abuse, depressing, psychology"
"Royal Tenenbaums, The (2001)","287","Comedy|Drama","new york"
"Sideways (2004)","287","Comedy|Drama|Romance","wine"
"2001: A Space Odyssey (1968)","288","Adventure|Drama|Sci-Fi","Hal, space, aliens, apes, Arthur C. Clarke, artificial intelligence, atmospheric, cinematography, classic, computer, confusing ending, cult film, Dull, future, futuristic, imdb top 250, masterpiece, meditative, music, mystery, Oscar (Best Effects - Visual Effects), overrated, philosophical, relaxing, revolutionary, robots, sci-fi, setting:space/space ship, slow, slow paced, soundtrack, space, space travel, spacecraft, Stanley Kubrick, superb soundtrack, surreal, technology, tedious, visual, visually appealing"
"American Graffiti (1973)","288","Comedy|Drama",NULL
"Animal House (1978)","288","Comedy","college, TOGA"
"Back to the Future (1985)","288","Adventure|Comedy|Sci-Fi","time travel"
"Big Lebowski, The (1998)","288","Comedy|Crime","Coen Brothers, black comedy, bowling, classic, coen brothers, comedy, crime, Cult classic, cult film, dark comedy, deadpan, drugs, funny, great dialogue, great soundtrack, Highly quotable, imdb top 250, Jeff Bridges, John Goodman, Julianne Moore, kidnapping, marijuana, Nudity (Full Frontal), off-beat comedy, Philip Seymour Hoffman, quirky, ransom, rug, sarcasm, satirical, Steve Buscemi, violence"
"Braveheart (1995)","288","Action|Drama|War","beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
"Christmas Story, A (1983)","288","Children|Comedy","Christmas"
"Dances with Wolves (1990)","288","Adventure|Drama|Western","American Indians, Native Americans"
"E.T. the Extra-Terrestrial (1982)","288","Children|Drama|Sci-Fi","aliens"
"Ed Wood (1994)","288","Comedy|Drama","movie business"
"Fish Called Wanda, A (1988)","288","Comedy|Crime","fish"
"Fisher King, The (1991)","288","Comedy|Drama|Fantasy|Romance","homeless"
"Forrest Gump (1994)","288","Comedy|Drama|Romance|War","shrimp, Vietnam, bubba gump shrimp, lieutenant dan, stupid is as stupid does, bittersweet, emotional, heartwarming, touching"
"In Bruges (2008)","288","Comedy|Crime|Drama|Thriller","black comedy, Colin Farrell, dark comedy, drugs, friendship, irreverent, Ralph Fiennes, stylized"
"Indiana Jones and the Last Crusade (1989)","288","Action|Adventure","archaeology, Holy Grail"
"Jaws (1975)","288","Action|Horror","Shark"
"Kingpin (1996)","288","Comedy",NULL
"Lawrence of Arabia (1962)","288","Adventure|Drama|War","Middle East"
"Little Big Man (1970)","288","Western",NULL
"Lord of the Rings: The Fellowship of the Ring, The (2001)","288","Adventure|Fantasy","fantasy, high fantasy, Magic, mythology, tolkien, wizards, Tolkein"
"M*A*S*H (a.k.a. MASH) (1970)","288","Comedy|Drama|War",NULL
"Monty Python and the Holy Grail (1975)","288","Adventure|Comedy|Fantasy","british comedy, Monty Python, England, King Arthur"
"Monty Python's Life of Brian (1979)","288","Comedy","Bible, parody, religion"
"O Brother, Where Art Thou? (2000)","288","Adventure|Comedy|Crime","bluegrass"
"One Flew Over the Cuckoo's Nest (1975)","288","Drama","emotional, jack nicholson, mental illness"
"Papillon (1973)","288","Crime|Drama",NULL
"Planet of the Apes (1968)","288","Action|Drama|Sci-Fi","twist ending"
"Psycho (1960)","288","Crime|Horror","Alfred Hitchcock, psychology, suspenseful, tense, Norman Bates, Alfred Hitchcock, black and white, imdb top 250, remade"
"Pulp Fiction (1994)","288","Comedy|Crime|Drama|Thriller","good dialogue, great soundtrack, non-linear, cult film, drugs, Quentin Tarantino, Tarantino, hit men, 1990s, achronological, action, action packed, aggressive, amazing, amazing dialogues, anthology, assassin, atmospheric, AWESOME, bad ass, bad language, bad-ass, bible, biblical references, big boys with guns, big name actors, Black comedy, black humor, black humour, blood, blood splatters, bloody, bruce willis, brutality, casual violence, character development, characters, classic, classic movie, coke, comedy, conversation, cool, cool style, crime, crime scene scrubbing, cult, cult classic, cult film, dance, dancing, dark, dark comedy, dark humor, dialogue, different, diner, disjointed timeline, disturbing, drama, drug overdose, drugs, drugs & music, ensemble cast, entertaining, entirely dialogue, episodic, exciting, fast paced, fast-paced, film noir, film-noir, foul language, fun, funny, gangster, gangsters, genius, golden watch, good dialogue, good music, gore, great acting, great dialogue, great soundtrack, gritty, guns, Harvey Keitel, heroin, Highly quotable, hit men, hitman, homosexuality, humour, iconic, imdb top 250, innovative, intellectual, intelligent, intense, interesting, intertwining storylines, interwoven storylines, ironic, irony, John Travolta, killer-as-protagonist, los angeles, Mafia, masterpiece, meaningless violence, milkshake, mobster, mobsters, monologue, motherfucker, multiple stories, multiple storylines, neo-noir, noir, non-linear, non-linear timeline, nonlinear, nonlinear narrative, nonlinear storyline, nonlinear timeline, notable soundtrack, offensive, organised crime, organized crime, original, original plot, out of order, Palme d'Or, parody, philosophical, pop culture references, psychological, pulp, Quentin Tarantino, quirky, Quotable, r:disturbing violent content including rape, r:disturbing violent images, r:graphic sexuality, r:some violence, r:strong bloody violence, r:strong language, r:sustained strong stylized violence, r:violence, random, rape, retro, Roger Avary, royal with cheese, Samuel L. Jackson, sarcasm, satire, sexy, smart writing, sophisticated, soundtrack, splatter, Steve Buscemi, storytelling, stylish, stylized, suspense, Tarantino, thought-provoking, thriller, travolta, twist ending, Uma Thurman, unique, unpredictable, unusual, very funny, violence, violent, witty"
"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","288","Action|Adventure","adventure, archaeology, indiana jones, Steven Spielberg, treasure hunt, archaeology, ark of the covenant, indiana jones"
"River Runs Through It, A (1992)","288","Drama",NULL
"Rocky (1976)","288","Drama","boxing, sports"
"Schindler's List (1993)","288","Drama|War","moving, thought-provoking, Holocaust, based on a true story, biography, disturbing, holocaust"
"Shawshank Redemption, The (1994)","288","Crime|Drama","prison, Stephen King, wrongful imprisonment, Morgan Freeman"
"Silence of the Lambs, The (1991)","288","Crime|Horror|Thriller","Hannibal Lector, disturbing, drama, gothic, psychology, suspense"
"Star Wars: Episode IV - A New Hope (1977)","288","Action|Adventure|Sci-Fi","classic, space action, action, sci-fi, EPIC, great soundtrack, classic sci-fi, engrossing adventure, EPIC, classic, Nerd, classic sci-fi, space action, space epic, oldie but goodie, sci-fi, Star Wars, ROBOTS AND ANDROIDS, space, classic sci-fi, sci-fi, space adventure, Star Wars, darth vader, luke skywalker, space opera"
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","288","Mystery|Sci-Fi|Thriller","time travel, time travel, Brad Pitt, Bruce Willis, mindfuck, Post apocalyptic, post-apocalyptic, remake, time travel, twist ending"
